term,Estimate,Std. Error,t value,CI_lower,CI_upper,type,threshold,level,header
as.factor(leftright)1,0.13350486548476467,0.019600118389105255,6.811431585993557,0.09508863344211838,0.17192109752741097,Non-Political News,30,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.27800951689127834,0.014493865957648674,19.181184488915996,0.24960153961428694,0.30641749416826974,Non-Political News,30,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.07005784598385742,0.01408682547995425,4.973288416439226,0.04244766804314709,0.09766802392456775,Non-Political News,30,(A) Country: France,(A) Country
as.factor(leftright)1,0.1425099393996286,0.01398785508480111,10.188119517657624,0.11509374343341844,0.16992613536583878,Non-Political News,30,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.10567918799924321,0.01734908561075563,6.0913405104028655,0.07167498020216218,0.13968339579632424,Non-Political News,30,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.2390506168094811,0.015497072349036939,15.425534025098413,0.20867635500536869,0.2694248786135935,Non-Political News,30,(A) Country: USA,(A) Country
as.factor(leftright)1,0.14832645222092203,0.020855065456486632,7.112250619898557,0.10745052392620823,0.18920238051563582,Non-Political News,60,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.29960110649923033,0.015313566064032887,19.56442446171347,0.2695865170137259,0.3296156959847348,Non-Political News,60,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.0832544189356723,0.014881055106658481,5.59465833161389,0.05408755092662168,0.11242128694472292,Non-Political News,60,(A) Country: France,(A) Country
as.factor(leftright)1,0.14419609995490326,0.014756663063956501,9.771592624290898,0.11527304034954852,0.173119159560258,Non-Political News,60,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.11614977268840693,0.018221628323373325,6.374280642055397,0.08043538117459521,0.15186416420221865,Non-Political News,60,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.24868027489696548,0.01631378509078983,15.243566929011545,0.21670525611901742,0.28065529367491354,Non-Political News,60,(A) Country: USA,(A) Country
as.factor(leftright)1,0.16675626266262164,0.023347321705996037,7.142415081375071,0.12099551211886941,0.21251701320637387,Non-Political News,120,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.32329331875305156,0.017105210513109342,18.90028295794906,0.28976710614735723,0.3568195313587459,Non-Political News,120,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.1043494061902326,0.016683944516945274,6.254480532721066,0.07164887493701987,0.13704993744344535,Non-Political News,120,(A) Country: France,(A) Country
as.factor(leftright)1,0.14486404466881145,0.016607021092825806,8.723060195990982,0.11231428332687288,0.17741380601075002,Non-Political News,120,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.12380638981242394,0.020193188659794765,6.131096574109968,0.0842277400392262,0.16338503958562167,Non-Political News,120,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.28621819290992745,0.01829678365547552,15.643087785227946,0.2503564969451954,0.3220798888746595,Non-Political News,120,(A) Country: USA,(A) Country
as.factor(leftright)1,0.15491367345905446,0.03103646478119343,4.991344038413954,0.09408220248791535,0.21574514443019358,Political News,3,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.3571955161393997,0.020920013547051843,17.074344399252915,0.3161922895871781,0.3981987426916213,Political News,3,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.08252386500373049,0.02064020178248355,3.998210185801814,0.04206906951006273,0.12297866049739825,Political News,3,(A) Country: France,(A) Country
as.factor(leftright)1,0.2537635733297953,0.022493683837924657,11.281547974011552,0.209675953007463,0.29785119365212764,Political News,3,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.1740117460696774,0.026871748789790765,6.475639059851167,0.12134311844168749,0.2266803736976673,Political News,3,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.3844820084927932,0.024538259674939344,15.668674697638009,0.33638701952991207,0.4325769974556743,Political News,3,(A) Country: USA,(A) Country
as.factor(leftright)1,0.16659451367413047,0.03195344091723339,5.213664284408298,0.10396576947635303,0.22922325787190792,Political News,10,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.3515178592440926,0.021330072575100487,16.47991857535612,0.3097109169968957,0.39332480149128957,Political News,10,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.0820107117254611,0.02123777558886964,3.861549030042559,0.0403846715712766,0.1236367518796456,Political News,10,(A) Country: France,(A) Country
as.factor(leftright)1,0.25699657527092606,0.023226847301241683,11.064634469663359,0.21147195456049236,0.30252119598135974,Political News,10,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.17233574519167685,0.027385583892326835,6.292936673151,0.11866000076271627,0.22601148962063744,Political News,10,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.41702685175740867,0.02512775226701191,16.596265647878415,0.36777645731406533,0.466277246200752,Political News,10,(A) Country: USA,(A) Country
as.factor(leftright)1,0.157206160825448,0.034307493848730886,4.582268862849725,0.08996347288193546,0.22444884876896054,Political News,30,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.3807511141292243,0.022954919907206082,16.586906670482335,0.3357594711111004,0.4257427571473482,Political News,30,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.09224175119382573,0.02339271820176541,3.94318225005867,0.04639202351836553,0.13809147886928594,Political News,30,(A) Country: France,(A) Country
as.factor(leftright)1,0.2898959154268752,0.025308004242300085,11.454712613898645,0.24029222711196704,0.33949960374178334,Political News,30,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.2009869222038116,0.029336051802033674,6.851191958622001,0.14348826067182557,0.2584855837357976,Political News,30,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.4683783994874526,0.02700108552920029,17.346650710799214,0.41545627185022,0.5213005271246851,Political News,30,(A) Country: USA,(A) Country
as.factor(leftright)1,0.18126305877876134,0.037022020587200666,4.896087677111497,0.10869989842784804,0.2538262191296746,Political News,60,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.3972297932925751,0.02527588010180893,15.715765057144196,0.3476890682930296,0.44677051829212056,Political News,60,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.10593288378131746,0.025994039333894107,4.075275966947916,0.05498456668688501,0.15688120087574992,Political News,60,(A) Country: France,(A) Country
as.factor(leftright)1,0.30880002944927526,0.028555226993505597,10.814133241507994,0.2528317845420043,0.36476827435654624,Political News,60,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.20488309953086178,0.032034701429791604,6.395661279375146,0.14209508472847024,0.2676711143332533,Political News,60,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.5128352589532623,0.029683899249997172,17.276546272919692,0.4546548164232679,0.5710157014832568,Political News,60,(A) Country: USA,(A) Country
as.factor(leftright)1,0.24238612211069568,0.044465878532580806,5.451058881769216,0.1552330001868373,0.32953924403455404,Political News,120,(A) Country: Germany,(A) Country
as.factor(leftright)1,0.43173988876328645,0.030430642533517887,14.18766916563611,0.3720958293975914,0.4913839481289815,Political News,120,(A) Country: Spain,(A) Country
as.factor(leftright)1,0.1644806527277339,0.03231215327693248,5.090364957050262,0.10114883230494624,0.22781247315052155,Political News,120,(A) Country: France,(A) Country
as.factor(leftright)1,0.32348997970998844,0.03637602114353851,8.89294566971765,0.25219297826865295,0.39478698115132393,Political News,120,(A) Country: Italy,(A) Country
as.factor(leftright)1,0.24509632343479562,0.03823398277592223,6.410431392178806,0.17015771719398803,0.3200349296756032,Political News,120,(A) Country: United Kingdom,(A) Country
as.factor(leftright)1,0.5908056215410539,0.03639183435401784,16.23456558396392,0.519477626207179,0.6621336168749288,Political News,120,(A) Country: USA,(A) Country
as.factor(leftright)1,0.1572948020902518,0.00608449581552215,25.85173971012967,0.14536919029182838,0.1692204138886752,Non-Political News,3,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.16619580431204597,0.00928257099674893,17.90407036695473,0.14800196515841807,0.18438964346567388,Non-Political News,3,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.0623171147564778,0.022260373321816483,2.799464045618828,0.01868678304571749,0.10594744646723811,Non-Political News,3,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.21108870783120123,0.0077465102342248226,27.249522875293078,0.19590554777212058,0.2262718678902819,Non-Political News,3,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.047233227558486496,0.00696481372342995,6.781692868481431,0.033582192660563795,0.0608842624564092,Non-Political News,3,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.16106166182817544,0.0061748338347311586,26.08356210692879,0.14895898751210238,0.1731643361442485,Non-Political News,10,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.1464992009533344,0.010057516655399204,14.566140526815717,0.12678646830875195,0.16621193359791686,Non-Political News,10,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.08634496487566642,0.024739375766384054,3.4901836526122962,0.037855788373553675,0.13483414137777916,Non-Political News,10,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.2154413521027625,0.008147041138955634,26.444122280494565,0.19947315147040945,0.23140955273511554,Non-Political News,10,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.04569045910795314,0.0072005189832201315,6.345439712669155,0.031577441900841684,0.0598034763150646,Non-Political News,10,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.16895800016041157,0.006370766525650171,26.52082751426344,0.15647129777013724,0.1814447025506859,Non-Political News,30,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.153348050829108,0.011655903663131179,13.156255856348885,0.1305024796493709,0.17619362200884509,Non-Political News,30,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.09112377769959945,0.02944697873753987,3.0945034637265585,0.033407699374021306,0.1488398560251776,Non-Political News,30,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.24252551426351407,0.009042616853262785,26.820279814908364,0.22480198523111902,0.26024904329590914,Non-Political News,30,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.04328669948601229,0.007715740827102826,5.610180597819012,0.028163847464890753,0.058409551507133825,Non-Political News,30,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.17977447197418311,0.006731144780996193,26.70785992922543,0.16658142820343058,0.19296751574493565,Non-Political News,60,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.1869056979063072,0.014394386698929788,12.984623924283174,0.1586926999764048,0.2151186958362096,Non-Political News,60,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.115603775747753,0.03793916419852384,3.0470828282572175,0.04124301391864628,0.18996453757685972,Non-Political News,60,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.27430966262407547,0.010474818805367768,26.18753295126278,0.25377901776555467,0.29484030748259626,Non-Political News,60,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.054482147356916075,0.00869080729604379,6.268939754505581,0.03744816505667024,0.0715161296571619,Non-Political News,60,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.1976160874842189,0.0075535357264545685,26.16206431540567,0.18281115746036797,0.21242101750806985,Non-Political News,120,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.19052915775053633,0.020648342595181463,9.227334197515619,0.15005840626398065,0.23099990923709202,Non-Political News,120,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.09504872036249694,0.055038972189941526,1.72693487143038,-0.012827665129788446,0.20292510585478232,Non-Political News,120,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.32104583608291487,0.013816745726089312,23.235995106771323,0.2939650144597798,0.34812665770604995,Non-Political News,120,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.05704462744122301,0.011232838911120164,5.078380264560777,0.03502826317542749,0.07906099170701852,Non-Political News,120,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.2454928313114749,0.009813686257165504,25.015353545893856,0.2262580062474305,0.26472765637551926,Political News,3,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.19082387416913496,0.02474401159693676,7.711921465182243,0.1423256114391389,0.239322136899131,Political News,3,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.08958565520650363,0.05104224883044496,1.7551275121927787,-0.010457152501168493,0.18962846291417576,Political News,3,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.23548071542820914,0.01904936205320017,12.361606376663406,0.1981439658039368,0.2728174650524815,Political News,3,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.11538226303101358,0.013821561039425648,8.34799070104228,0.08829200339373931,0.14247252266828786,Political News,3,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.25291893940793503,0.010086437371498256,25.075150927186694,0.23314952215979845,0.2726883566560716,Political News,10,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.18986537645186868,0.02649124901551927,7.167097947727589,0.1379425283814509,0.24178822452228646,Political News,10,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.11456115579746129,0.056689475408585044,2.0208540469244167,0.003449783996634606,0.225672527598288,Political News,10,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.23690132765512031,0.02013900203439137,11.7633101804431,0.19742888366771322,0.2763737716425274,Political News,10,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.10459786096967269,0.014529525996413824,7.198986463528784,0.0761199900167016,0.1330757319226438,Political News,10,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.28214014651380137,0.010961510956445052,25.739165671125942,0.2606555850391691,0.30362470798843366,Political News,30,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.20623810368552561,0.031064634483530248,6.6389998502917615,0.14535142009780633,0.2671247872732449,Political News,30,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.28854906182795625,0.06840185149196479,4.218439348266068,0.15448143290370528,0.4226166907522072,Political News,30,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.2649789120769729,0.023297255177647185,11.373825373695091,0.2193162919287844,0.3106415322251614,Political News,30,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.12208795824766083,0.016084759992367907,7.590287844244528,0.09056182866261973,0.15361408783270192,Political News,30,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.29945466586648406,0.012135298091668438,24.676333750060618,0.2756694816068139,0.3232398501261542,Political News,60,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.22470330942635403,0.03935157569099412,5.7101477000774565,0.14757422107200555,0.3018323977807025,Political News,60,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.24809151230764317,0.09432579590099795,2.6301555151258302,0.0632129523416872,0.4329700722735992,Political News,60,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.32537613971132706,0.027993059220886213,11.623457698705437,0.2705097436383901,0.38024253578426404,Political News,60,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.13940757627785788,0.018931588199225545,7.363754948122144,0.10230166340737581,0.17651348914833995,Political News,60,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.34485072497199926,0.014860621719042608,23.20567278353521,0.3157239064026757,0.3739775435413228,Political News,120,(B) Access: Direct,(B) Access
as.factor(leftright)1,0.42280492136346615,0.055758861035596914,7.582739559431531,0.31351755373369616,0.5320922889932361,Political News,120,(B) Access: Facebook,(B) Access
as.factor(leftright)1,0.5281584369298957,0.15016603886964272,3.5171630077316185,0.23383300074539598,0.8224838731143955,Political News,120,(B) Access: Twitter,(B) Access
as.factor(leftright)1,0.4801431334642829,0.03937398175418845,12.194426676524966,0.40297012922607356,0.5573161377024922,Political News,120,(B) Access: Search engines,(B) Access
as.factor(leftright)1,0.17190512994632892,0.025839436084839636,6.652820494298175,0.12125983522004324,0.2225504246726146,Political News,120,(B) Access: Portals,(B) Access
as.factor(leftright)1,0.0655146373468273,0.02724350469795984,2.404780077789824,0.012117368138826017,0.11891190655482858,Non-Political News,3,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.2298720200619178,0.01193252106828556,19.264329704212734,0.2064842787680781,0.2532597613557575,Non-Political News,3,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.06244033096300051,0.02771715632624216,2.252768293689746,0.008114704563565875,0.11676595736243514,Non-Political News,10,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.23410040626141876,0.012095962557459676,19.353598785492867,0.2103923196487978,0.25780849287403973,Non-Political News,10,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.0717720716738911,0.028756157300603446,2.4958853480880414,0.015410003364708352,0.12813413998307385,Non-Political News,30,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.23623596352094842,0.012466570792295996,18.949554569323574,0.21180148476804828,0.26067044227384856,Non-Political News,30,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.06311339340794332,0.030563161798905666,2.065015191268697,0.003209596282088216,0.12301719053379842,Non-Political News,60,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.2469859142840267,0.01314316654886911,18.7919641256679,0.22122530784824324,0.27274652071981015,Non-Political News,60,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.07518547341110447,0.03422111056838648,2.1970494867738433,0.008112096697066973,0.14225885012514197,Non-Political News,120,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.27555034693080477,0.014639999829231988,18.821745228480655,0.24685594726551008,0.30424474659609946,Non-Political News,120,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.12143691655828119,0.04948708963468273,2.453911059525571,0.024442220874303047,0.21843161224225932,Political News,3,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.31324578060668906,0.018041716152740753,17.36230511303678,0.2778840169473172,0.34860754426606094,Political News,3,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.128499418548772,0.05170523617977284,2.4852302792312004,0.02715715563641724,0.22984168146112677,Political News,10,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.3251275221037847,0.018405535038575754,17.66466019174977,0.2890526734281762,0.3612023707793932,Political News,10,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.1762108230317139,0.059010588899053223,2.9860881973767435,0.06055006878956959,0.2918715772738582,Political News,30,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.35939506749929834,0.01968171770304983,18.260350693049894,0.3208189008013207,0.397971234197276,Political News,30,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.2408378976043316,0.06751988465382848,3.566918084044383,0.10849892368282779,0.37317687152583545,Political News,60,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.38513686076668024,0.02141945086943044,17.980706560332155,0.3431547370625966,0.4271189844707639,Political News,60,(C) Political Interest: High,(C) Political Interest
as.factor(leftright)1,0.31593591173270125,0.08546844219948951,3.696521237573092,0.14841776502170181,0.4834540584437007,Political News,120,(C) Political Interest: Low,(C) Political Interest
as.factor(leftright)1,0.4162374406082176,0.025383308189576525,16.398076936998407,0.3664861565566476,0.4659887246597876,Political News,120,(C) Political Interest: High,(C) Political Interest
